1,0,0,0,0,1,0,0,0.0924,892185,492,0,0,0,0,0
1,1,0,0,0,1,0,0,0.0926,892187,492,0,0,0,0,0
1,2,0,0,0,1,0,0,0.0912,892189,492,0,0,0,0,0
1,3,0,0,0,1,0,0,0.0924,892191,492,0,0,0,0,0
1,4,0,0,0,1,0,0,0.0923,892192,492,0,0,0,0,0
1,5,0,0,0,1,0,0,0.0911,892194,492,0,0,0,0,0
1,6,0,0,0,1,0,0,0.0915,892196,492,0,0,0,0,0
1,7,0,0,0,1,0,0,0.0933,892198,492,0,0,0,0,0
1,8,0,0,0,1,0,0,0.0935,892200,492,0,0,0,0,0
1,9,0,0,0,1,0,0,0.0935,892201,492,0,0,0,0,0
1,10,0,0,0,1,0,0,0.0918,892203,492,0,0,0,0,0
1,11,0,0,0,1,0,0,0.09,892205,492,0,0,0,0,0
1,11,1,0,0,1,0,0,0.0938,892248,492,0,0,0,0,0
1,10,1,0,0,1,0,0,0.0954,892250,492,0,0,0,0,0
1,9,1,0,0,1,0,0,0.0926,892252,492,0,0,0,0,0
1,8,1,0,0,1,0,0,0.0931,892253,492,0,0,0,0,0
1,7,1,0,0,1,0,0,0.0929,892255,492,0,0,0,0,0
1,6,1,0,0,1,0,0,0.0916,892257,492,0,0,0,0,0
1,5,1,0,0,1,0,0,0.0919,892259,492,0,0,0,0,0
1,4,1,0,0,1,0,0,0.0917,892261,492,0,0,0,0,0
1,3,1,0,0,1,0,0,0.0934,892262,492,0,0,0,0,0
1,2,1,0,0,1,0,0,0.0919,892264,492,0,0,0,0,0
1,1,1,0,0,1,0,0,0.0909,892266,492,0,0,0,0,0
1,0,1,0,0,1,0,0,0.0921,892268,492,0,0,0,0,0
1,0,2,0,0,1,0,0,0.0909,892311,492,0,0,0,0,0
1,1,2,0,0,1,0,0,0.0929,892313,492,0,0,0,0,0
1,2,2,0,0,1,0,0,0.0911,892314,492,0,0,0,0,0
1,3,2,0,0,1,0,0,0.0935,892316,492,0,0,0,0,0
1,4,2,0,0,1,0,0,0.0947,892318,492,0,0,0,0,0
1,5,2,0,0,1,0,0,0.0919,892320,492,0,0,0,0,0
1,6,2,0,0,1,0,0,0.0926,892322,492,0,0,0,0,0
1,7,2,0,0,1,0,0,0.0926,892323,492,0,0,0,0,0
1,8,2,0,0,1,0,0,0.0923,892325,492,0,0,0,0,0
1,9,2,0,0,1,0,0,0.0921,892327,492,0,0,0,0,0
1,10,2,0,0,1,0,0,0.0926,892329,492,0,0,0,0,0
1,11,2,0,0,1,0,0,0.0909,892331,492,0,0,0,0,0
1,11,3,0,0,1,0,0,0.0903,892373,492,0,0,0,0,0
1,10,3,0,0,1,0,0,0.0907,892375,492,0,0,0,0,0
1,9,3,0,0,1,0,0,0.0908,892377,492,0,0,0,0,0
1,8,3,0,0,1,0,0,0.0911,892379,492,0,0,0,0,0
1,7,3,0,0,1,0,0,0.0909,892381,492,0,0,0,0,0
1,6,3,0,0,1,0,0,0.092,892382,492,0,0,0,0,0
1,5,3,0,0,1,0,0,0.0915,892384,492,0,0,0,0,0
1,4,3,0,0,1,0,0,0.0924,892386,492,0,0,0,0,0
1,3,3,0,0,1,0,0,0.0922,892388,492,0,0,0,0,0
1,2,3,0,0,1,0,0,0.0915,892390,492,0,0,0,0,0
1,1,3,0,0,1,0,0,0.0917,892391,492,0,0,0,0,0
1,0,3,0,0,1,0,0,0.0906,892393,492,0,0,0,0,0
1,0,4,0,0,1,0,0,0.0904,892436,492,0,0,0,0,0
1,1,4,0,0,1,0,0,0.0914,892438,492,0,0,0,0,0
1,2,4,0,0,1,0,0,0.0921,892440,492,0,0,0,0,0
1,3,4,0,0,1,0,0,0.0913,892442,492,0,0,0,0,0
1,4,4,0,0,1,0,0,0.0913,892443,492,0,0,0,0,0
1,5,4,0,0,1,0,0,0.0914,892445,492,0,0,0,0,0
1,6,4,0,0,1,0,0,0.0924,892447,492,0,0,0,0,0
1,7,4,0,0,1,0,0,0.093,892449,492,0,0,0,0,0
1,8,4,0,0,1,0,0,0.0915,892451,492,0,0,0,0,0
1,9,4,0,0,1,0,0,0.0908,892452,492,0,0,0,0,0
1,10,4,0,0,1,0,0,0.0911,892454,492,0,0,0,0,0
1,11,4,0,0,1,0,0,0.0908,892456,492,0,0,0,0,0
1,11,5,0,0,1,0,0,0.1073,892499,492,0,0,0,0,0
1,10,5,0,0,1,0,0,0.0913,892501,492,0,0,0,0,0
1,9,5,0,0,1,0,0,0.0911,892503,492,0,0,0,0,0
1,8,5,0,0,1,0,0,0.0936,892504,492,0,0,0,0,0
1,7,5,0,0,1,0,0,0.0923,892506,492,0,0,0,0,0
1,6,5,0,0,1,0,0,0.0913,892508,492,0,0,0,0,0
1,5,5,0,0,1,0,0,0.0923,892510,492,0,0,0,0,0
1,4,5,0,0,1,0,0,0.0916,892512,492,0,0,0,0,0
1,3,5,0,0,1,0,0,0.0919,892513,492,0,0,0,0,0
1,2,5,0,0,1,0,0,0.0914,892515,492,0,0,0,0,0
1,1,5,0,0,1,0,0,0.0921,892517,492,0,0,0,0,0
1,0,5,0,0,1,0,0,0.0906,892519,492,0,0,0,0,0
1,0,6,0,0,1,0,0,0.0911,892562,492,0,0,0,0,0
1,1,6,0,0,1,0,0,0.0899,892564,492,0,0,0,0,0
1,2,6,0,0,1,0,0,0.0914,892565,492,0,0,0,0,0
1,3,6,0,0,1,0,0,0.0917,892567,492,0,0,0,0,0
1,4,6,0,0,1,0,0,0.093,892569,492,0,0,0,0,0
1,5,6,0,0,1,0,0,0.092,892571,492,0,0,0,0,0
1,6,6,0,0,1,0,0,0.0922,892573,492,0,0,0,0,0
1,7,6,0,0,1,0,0,0.0924,892574,492,0,0,0,0,0
1,8,6,0,0,1,0,0,0.0919,892576,492,0,0,0,0,0
1,9,6,0,0,1,0,0,0.091,892578,492,0,0,0,0,0
1,10,6,0,0,1,0,0,0.0925,892580,492,0,0,0,0,0
1,11,6,0,0,1,0,0,0.0919,892582,492,0,0,0,0,0
1,11,7,0,0,1,0,0,0.0911,892625,492,0,0,0,0,0
1,10,7,0,0,1,0,0,0.0931,892626,492,0,0,0,0,0
1,9,7,0,0,1,0,0,0.0976,892628,492,0,0,0,0,0
1,8,7,0,0,1,0,0,0.0941,892630,492,0,0,0,0,0
1,7,7,0,0,1,0,0,0.0934,892632,492,0,0,0,0,0
1,6,7,0,0,1,0,0,0.0918,892634,492,0,0,0,0,0
1,5,7,0,0,1,0,0,0.093,892635,492,0,0,0,0,0
1,4,7,0,0,1,0,0,0.0929,892637,492,0,0,0,0,0
1,3,7,0,0,1,0,0,0.0936,892639,492,0,0,0,0,0
1,2,7,0,0,1,0,0,0.0924,892641,492,0,0,0,0,0
1,1,7,0,0,1,0,0,0.0935,892643,492,0,0,0,0,0
1,0,7,0,0,1,0,0,0.0913,892644,492,0,0,0,0,0
